"name","caption","description","displayname","errorcontrol","pathname","processid","servicetype","started","startmode","startname","state","status","systemname"
ï»¿"NcdAutoSetup","Network Connected Devices Auto-Setup","¡u¤w³s½u¨ìºô¸ô¤§¸Ë¸mªº¦Û°Ê³]©w¡vªA°È¥iºÊµø¨Ã¦w¸Ë¤w³s½u¨ì²Å¦X¸ê®æ¤§ºô¸ôªº¦X®æ¸Ë¸m¡C°±¤î©Î°±¥Î¦¹ªA°È·|¨Ï±o Windows µLªk¦Û°Ê±´¯Á¨Ã¦w¸Ë¤w³s½u¨ìºô¸ôªº¦X®æ¸Ë¸m¡C¨Ï¥ÎªÌ¤´µM¥i¥H¤â°Ê³z¹L¨Ï¥ÎªÌ¤¶­±±N¤w³s½u¨ìºô¸ôªº¸Ë¸m·s¼W¨ì¹q¸£¡C","Network Connected Devices Auto-Setup","Normal","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"Netlogon","Netlogon","ºû«ù³o­Ó¹q¸£©Mºô°ì±±¨î¯¸¶¡¥Î©óÅçÃÒ¨Ï¥ÎªÌ©MªA°Èªº¦w¥þ³q¹D¡C¦pªG³o­ÓªA°È³Q°±¤î¡A¹q¸£¥i¯àµLªkÅçÃÒ¨Ï¥ÎªÌ©MªA°È¡A¥Bºô°ì±±¨î¯¸±NµLªkµn¿ý DNS °O¿ý¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Netlogon","Normal","C:\Windows\system32\lsass.exe","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"Netman","Network Connections","ºÞ²z¦bºô¸ô©M¼·¸¹³s½u¸ê®Æ§¨¤¤ªºª«¥ó¡A±z¥i¥H¦b¦¹¸ê®Æ§¨¤¤ÀËµø°Ï°ìºô¸ô©M»·ºÝ³s½u¡C","Network Connections","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"netprofm","Network List Service","ÃÑ§O¹q¸£¤w³s½uªººô¸ô¡B¦¬¶°¨ÃÀx¦s³o¨Çºô¸ôªº¤º®e¡A¨Ã¦b³o¨Ç¤º®eÅÜ§ó®É³qª¾À³¥Îµ{¦¡¡C","Network List Service","Normal","C:\Windows\System32\svchost.exe -k LocalService -p","2056","Share Process","Running","Manual","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"NetSetupSvc","Network Setup Service","¡uºô¸ô³]©wªA°È¡vºÞ²zºô¸ôÅX°Êµ{¦¡ªº¦w¸Ë¡A¨Ã¥i¤¹³\³]©w§C¼h¯Åºô¸ô³]©w¡C¦pªG°±¤î¦¹ªA°È¡A¥i¯à·|¨ú®ø¥ô¦ó¶i¦æ¤¤ªºÅX°Êµ{¦¡¦w¸Ë§@·~¡C","Network Setup Service","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"NetTcpPortSharing","Net.Tcp Port Sharing Service","´£¨Ñ¦b net.tcp ³q°T¨ó©w¤W¦@¥Î TCP ³s±µ°ðªº¯à¤O¡C","Net.Tcp Port Sharing Service","Normal","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","0","Share Process","Stopped","Disabled","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"NgcCtnrSvc","Microsoft Passport Container","ºÞ²z¨Ï¥ÎªÌ¥Î¨Ó¦V¨­¤ÀÃÑ§O´£¨ÑªÌÅçÃÒªº¥»¾÷¨Ï¥ÎªÌ¨­¤ÀÃÑ§Oª÷Æ_¡A¥H¤Î TPM µêÀÀ´¼¼z¥d¡C¦pªG°±¥Î¦¹ªA°È¡A±NµLªk¦s¨ú¥»¾÷¨Ï¥ÎªÌ¨­¤ÀÃÑ§Oª÷Æ_»P TPM µêÀÀ´¼¼z¥d¡C«ØÄ³±z¤£­n­«·s³]©w¦¹ªA°È¡C","Microsoft Passport Container","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"NgcSvc","Microsoft Passport","°w¹ï¥Î©óÅçÃÒ¨Ï¥ÎªÌÃöÁp¨­¤ÀÃÑ§O´£¨ÑªÌªº±K½X½sÄ¶ª÷Æ_´£¨Ñ³B²zµ{§Ç¹jÂ÷¡C¦pªG°±¥Î¦¹ªA°È¡A±NµLªk¨Ï¥Î¤ÎºÞ²z³o¨Çª÷Æ_¡A¥]¬A¹q¸£µn¤J¥H¤ÎÀ³¥Îµ{¦¡»Pºô¯¸ªº³æ¤@µn¤J¡C¦¹ªA°È·|¦Û°Ê±Ò°Ê¤Î°±¤î¡C«ØÄ³±z¤£­n­«·s³]©w¦¹ªA°È¡C","Microsoft Passport","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"NlaSvc","Network Location Awareness","¦¬¶°¤ÎÀx¦sºô¸ôªº³]©w¸ê°T¡A¨Ã¥B¦b­×§ï¦¹¸ê°T®É¡A³qª¾µ{¦¡¡C¦pªG°±¤î¦¹ªA°È¡A³]©w¸ê°T´N¥i¯à·|µLªk¨Ï¥Î¡C¦pªG°±¥Î¦¹ªA°È¡A«h©ú½T¨Ì¿à¥¦ªº¥ô¦óªA°È±N·|µLªk±Ò°Ê¡C","Network Location Awareness","Normal","C:\Windows\System32\svchost.exe -k NetworkService -p","1748","Share Process","Running","Auto","NT AUTHORITY\NetworkService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"nsi","Network Store Interface Service","¦¹ªA°È¥i±Nºô¸ô³qª¾ (¨Ò¦p¤¶­±ªº·s¼W/§R°£µ¥) ¶Ç»¼µ¹¨Ï¥ÎªÌ¼Ò¦¡ªº¥Î¤áºÝ¡C°±¤î¦¹ªA°È±N³y¦¨ºô¸ô³s½u¤¤Â_¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Network Store Interface Service","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","1616","Share Process","Running","Auto","NT Authority\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"p2pimsvc","Peer Networking Identity Manager","´£¨Ñ¹ïµ¥¦WºÙ¸ÑªR³q°T¨ó©w (PNRP) »P¹ïµ¥¸s²ÕªA°ÈªºÃÑ§OªA°È¡C¦pªG°±¥Î¡A¹ïµ¥¦WºÙ¸ÑªR³q°T¨ó©w (PNRP) »P¹ïµ¥¸s²ÕªA°È¡A¥i¯àµLªk¹B§@¡A¦Ó¥B¬Y¨ÇÀ³¥Îµ{¦¡ (¨Ò¦p®a¥Î¸s²Õ »P»·ºÝ¨ó§U) ¥i¯àµLªk¥¿±`¹B§@¡C","Peer Networking Identity Manager","Normal","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"p2psvc","Peer Networking Grouping","¨Ï¥Î¹ïµ¥¸s²Õ±Ò¥Î¦h¤è³q°T¡C¦pªG°±¥Î¡A¬Y¨ÇÀ³¥Îµ{¦¡ (¨Ò¦p®a¥Î¸s²Õ) ¥i¯àµLªk¥¿±`¹B§@¡C","Peer Networking Grouping","Normal","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"PcaSvc","Program Compatibility Assistant Service","¦¹ªA°È¥i¹ïµ{¦¡¬Û®e©Ê§U²z (PCA) ´£¨Ñ¤ä´©¡CPCA ¥iºÊµø¨Ï¥ÎªÌ¦w¸Ë©M°õ¦æªºµ{¦¡¡A¨Ã°»´ú¤wª¾ªº¬Û®e©Ê°ÝÃD¡C¦pªG°±¤î¦¹ªA°È¡APCA «KµLªk¥¿±`¹B§@¡C","Program Compatibility Assistant Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","1304","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"PeerDistSvc","BranchCache","¦¹ªA°È·|±q°Ï°ì¤lºô¸ô¤Wªº¦P¾«¸`ÂI§Ö¨úºô¸ô¤º®e¡C","BranchCache","Normal","C:\Windows\System32\svchost.exe -k PeerDist","0","Share Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"perceptionsimulation","Windows ·Pª¾¼ÒÀÀªA°È","´£¨ÑªÅ¶¡·Pª¾¼ÒÀÀ¡BµêÀÀ¬Û¾÷ºÞ²z©MªÅ¶¡¿é¤J¼ÒÀÀ¥\¯à¡C","Windows ·Pª¾¼ÒÀÀªA°È","Normal","C:\Windows\system32\PerceptionSimulation\PerceptionSimulationService.exe","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"PerfHost","Performance Counter DLL Host","¤¹³\»·ºÝ¨Ï¥ÎªÌ©M 64 ¦ì¤¸³B²zµ{§Ç¬d¸ß 32 ¦ì¤¸ DLL ´£¨Ñªº®Ä¯à­p¼Æ¾¹¡C¦pªG³o¶µªA°È°±¤î¡A«h¥u¦³¥»¾÷¨Ï¥ÎªÌ©M 32 ¦ì¤¸³B²zµ{§Ç¥i¥H¬d¸ß 32 ¦ì¤¸ DLL ´£¨Ñªº®Ä¯à­p¼Æ¾¹¡C","Performance Counter DLL Host","Normal","C:\Windows\SysWow64\perfhost.exe","0","Own Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"PhoneSvc","Phone Service","ºÞ²z¸Ë¸m¤Wªº¹q¸Üª¬ºA","Phone Service","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","0","Share Process","Stopped","Manual","NT Authority\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"pla","Performance Logs & Alerts","®Ä¯à°O¿ý¤ÎÄµ¥Ü·|®Ú¾Ú¹w¥ý³]©wªº±Æµ{°Ñ¼Æ¡A±q¥»¾÷©Î»·ºÝ¹q¸£¦¬¶°®Ä¯à¸ê®Æ¡AµM«á¼g¤J¸ê®Æ¨ì°O¿ýÀÉ©ÎÄ²µoÄµ¥Ü¡C¦pªG°±¤î¦¹ªA°È¡A±N¤£·|¦¬¶°®Ä¯à¸ê°T¡C¦pªG³o­ÓªA°È¤w°±¥Î¡A©Ò¦³¨Ì¦s©ó¥¦ªºªA°È³£±NµLªk±Ò°Ê¡C","Performance Logs & Alerts","Normal","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"PlugPlay","Plug and Play","±Ò¥Î¹q¸£¥H¨Ï¥ÎªÌ¨S¦³©Î«Ü¤Öªº¿é¤J¨ÓÃÑ§O¤Î¾AÀ³µwÅéÅÜ§ó¡A°±¤î©Î°±¥Î³o­ÓªA°È±N¾É­P¨t²Î¤£Ã­©w¡C","Plug and Play","Normal","C:\Windows\system32\svchost.exe -k DcomLaunch -p","808","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"PNRPAutoReg","PNRP Machine Name Publication Service","¦¹ªA°È¬O¨Ï¥Î¹ïµ¥¦WºÙ¸ÑªR³q°T¨ó©w¨Óµo§G¾÷¾¹¦WºÙ¡C¨Ã³z¹L netsh context 'p2p pnrp peer' ¨ÓºÞ²z³]©w ","PNRP Machine Name Publication Service","Normal","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"PNRPsvc","Peer Name Resolution Protocol","¨Ï¥Î¹ïµ¥¦WºÙ¸ÑªR³q°T¨ó©w (PNRP) ±Ò¥Î³z¹Lºô»Úºô¸ôªºµL¦øªA¾¹¹ïµ¥¦WºÙ¸ÑªR¡C¦pªG°±¥Î¡A¬Y¨Ç¹ïµ¥­pºâ»P¨ó¦P§@·~À³¥Îµ{¦¡ (¨Ò¦p»·ºÝ¨ó§U) ¥i¯àµLªk¹B§@¡C","Peer Name Resolution Protocol","Normal","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"PolicyAgent","IPsec Policy Agent","ºô»Úºô¸ô³q°T¨ó©w¦w¥þ©Ê (IPsec) ¤ä´©ºô¸ô¼h¯Åªº¹ïµ¥ÅçÃÒ¡B¸ê®Æ¨Ó·½ÅçÃÒ¡B¸ê®Æ§¹¾ã©Ê¡B¸ê®Æ¾÷±K©Ê (¥[±K)¡A¥H¤Î­«·s°õ¦æ«OÅ@¡C¦¹ªA°È·|±j¨î°õ¦æ³z¹L IP ¦w¥þ©Ê­ì«h´O¤J¦¡ºÞ²z³æ¤¸©Î©R¥O¦C¤u¨ã "netsh ipsec" «Ø¥ßªº IPsec ­ì«h¡C¦pªG±z°±¤î¦¹ªA°È¡A·í±zªº­ì«h»Ý­n¨Ï¥Î IPsec ³s½u®É¡A¥i¯à·|µo¥Íºô¸ô³s½u°ÝÃD¡C¦¹¥~¡A¦¹ªA°È°±¤î®É¤]µLªk¨Ï¥Î Windows Defender ¨¾¤õÀðªº»·ºÝºÞ²z¡C","IPsec Policy Agent","Normal","C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted -p","2568","Share Process","Running","Manual","NT Authority\NetworkService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"Power","Power","ºÞ²z¹q·½­ì«h»P¹q·½­ì«h³qª¾¶Ç»¼¡C","Power","Normal","C:\Windows\system32\svchost.exe -k DcomLaunch -p","808","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"PrintNotify","Printer Extensions and Notifications","¦¹ªA°È·|¶}±Ò¦Û­q¦Lªí¾÷¹ï¸Ü¤è¶ô¡A¥H¤Î³B²z¨Ó¦Û»·ºÝ¦C¦L¦øªA¾¹©Î¦Lªí¾÷ªº³qª¾¡C¦pªG±zÃö³¬¦¹ªA°È¡A«hµLªk¬d¬Ý¦Lªí¾÷©µ¦ù©Î³qª¾¡C","Printer Extensions and Notifications","Normal","C:\Windows\system32\svchost.exe -k print","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"ProfSvc","User Profile Service","¦¹ªA°È­t³d¸ü¤J¤Î¸Ñ°£¸ü¤J¨Ï¥ÎªÌ³]©wÀÉ¡C¦pªG°±¤î©Î°±¥Î¦¹ªA°È¡A¨Ï¥ÎªÌ±NµLªk¶¶§Qµn¤J©Îµn¥X¡AÀ³¥Îµ{¦¡¥i¯à·|¦b¨ú±o¨Ï¥ÎªÌªº¸ê®Æ®Éµo¥Í°ÝÃD¡A¥Î¨Ó±µ¦¬³]©wÀÉ¨Æ¥ó³qª¾ªº¤wµù¥U¤¸¥ó±NµLªk±µ¦¬³qª¾¡C","User Profile Service","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","1264","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"PushToInstall","Windows PushToInstall ªA°È","´£¨Ñ Microsoft Store ªº°òÂ¦µ²ºc¤ä´©¡C¦¹ªA°È·|¦Û°Ê±Ò°Ê¡A¦pªG°±¥Î¦¹ªA°È¡A»·ºÝ¦w¸Ë±NµLªk¥¿±`¹B§@¡C","Windows PushToInstall ªA°È","Ignore","C:\Windows\System32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"QWAVE","Quality Windows Audio Video Experience","°ª«~½è Windows ­µ°T/µø°TÅéÅç (qWave) ¬O¤@ºØ¬[ºc¦b IP ®a¥Îºô¸ô¤W¡A¾A¥Î©ó­µ°Tµø°T (AV) ¦ê¬y³B²zÀ³¥Îµ{¦¡ªººô¸ô¥­¥x¡CqWave ¥i½T«O AV À³¥Îµ{¦¡ªººô¸ôªA°È«~½è (QoS)¡A¶i¦Ó¼W±j AV ¦ê¬y³B²zªº®Ä¯à»P¥i¾a©Ê¡C¥¦¥i´£¨Ñ³\¥i±±¨î¡B°õ¦æ¶¥¬qºÊµø»P±j¨î³B²z¡BÀ³¥Îµ{¦¡¦^À³»P¬y¶qÀu¥ý¶¶§Ç±Æ©wµ¥¾÷¨î¡C","Quality Windows Audio Video Experience","Normal","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"RasAuto","Remote Access Auto Connection Manager","·íµ{¦¡°Ñ·Ó»·ºÝ DNS ©Î NetBIOS ¦WºÙ©Î¦ì§}®É¡A«Ø¥ß»·ºÝºô¸ôªº³s½u¡C","Remote Access Auto Connection Manager","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"RasMan","Remote Access Connection Manager","ºÞ²z³o¥x¹q¸£¨ìºô»Úºô¸ô©Î¨ä¥L»·ºÝºô¸ôªº¼·¸¹¤ÎµêÀÀ¨p¤Hºô¸ô (VPN) ³s½u¡C¦pªG³o­ÓªA°È¤w°±¥Î¡A©Ò¦³¨Ì¦s©ó¥¦ªºªA°È³£±NµLªk±Ò°Ê¡C","Remote Access Connection Manager","Normal","C:\Windows\System32\svchost.exe -k netsvcs","3288","Share Process","Running","Auto","localSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"RemoteAccess","Routing and Remote Access","´£¨Ñ³s¨ì°Ï°ìºô¸ô¤Î¼s°ìºô¸ôªº¤½¥qªº¸ô¥ÑªA°È¡C","Routing and Remote Access","Normal","C:\Windows\System32\svchost.exe -k netsvcs","0","Share Process","Stopped","Disabled","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"RemoteRegistry","Remote Registry","±Ò¥Î»·ºÝ¨Ï¥ÎªÌ­×§ï³o­Ó¹q¸£¤Wªºµn¿ý³]©w¡C¦pªG³o­ÓªA°È³Q°±¤î¡Aµn¿ý¥u¯à¥Ñ³o­Ó¹q¸£¤Wªº¨Ï¥ÎªÌ­×§ï¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Remote Registry","Normal","C:\Windows\system32\svchost.exe -k localService -p","0","Share Process","Stopped","Disabled","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"RetailDemo","¹s°â¥Ü½dªA°È","¹s°â¥Ü½dªA°È·|±±¨î¸Ë¸m¦b¹s°â¥Ü½d¼Ò¦¡®Éªº¬¡°Ê¡C","¹s°â¥Ü½dªA°È","Normal","C:\Windows\System32\svchost.exe -k rdxgroup","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"RmSvc","Radio Management Service","µL½u¹qªiºÞ²z»P­¸¯è¼Ò¦¡ªA°È","Radio Management Service","Normal","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","1728","Share Process","Running","Manual","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"RpcEptMapper","RPC Endpoint Mapper","¸ÑªR RPC ¤¶­±ÃÑ§O¤¸¬°¶Ç¿éºÝÂI¡C¦pªG¦¹ªA°È°±¤î©Î°±¥Î¡A¨Ï¥Î»·ºÝµ{§Ç©I¥s (RPC) ªA°Èªºµ{¦¡±NµLªk¥¿±`¹B§@¡C","RPC Endpoint Mapper","Normal","C:\Windows\system32\svchost.exe -k RPCSS -p","940","Share Process","Running","Auto","NT AUTHORITY\NetworkService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"RpcLocator","Remote Procedure Call (RPC) Locator","¦b Windows 2003 ¥H¤Î§óÂÂªº Windows ª©¥»¤¤¡A»·ºÝµ{§Ç©I¥s (RPC) ´M§äµ{¦¡ªA°È­t³dºÞ²z RPC ¦WºÙªA°È¸ê®Æ®w¡C¦b Windows Vista »P§ó·sªº Windows ª©¥»¤¤¡A¦¹ªA°È¤£´£¨Ñ¥ô¦ó¥\¯à¡A¥u¬O¬°¤FÀ³¥Îµ{¦¡¬Û®e©Ê¦Ó«O¯d¡C","Remote Procedure Call (RPC) Locator","Normal","C:\Windows\system32\locator.exe","0","Own Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"RpcSs","Remote Procedure Call (RPC)","RPCSS ªA°È¬O COM »P DCOM ¦øªA¾¹ªºªA°È±±¨îºÞ²z­û¡C¸ÓªA°È·|¬° COM »P DCOM ¦øªA¾¹°õ¦æª«¥ó±Ò¥Î­n¨D¡Bª«¥ó¿é¥Xµ{¦¡¸ÑªR¡A¥H¤Î¤À´²¦¡°O¾ÐÅé¦^¦¬¡C¦pªG°±¤î©Î°±¥Î¦¹ªA°È¡A¨Ï¥Î COM ©Î DCOM ªºµ{¦¡±NµLªk¥¿±`¹B§@¡C±j¯P«ØÄ³±z«ùÄò°õ¦æ RPCSS ªA°È¡C","Remote Procedure Call (RPC)","Normal","C:\Windows\system32\svchost.exe -k rpcss -p","940","Share Process","Running","Auto","NT AUTHORITY\NetworkService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"SamSs","Security Accounts Manager","±Ò°Ê¦¹ªA°È§Y§iª¾¨ä¥LªA°È¡A¦w¥þ©Ê±b¤áºÞ²z­û (SAM) ¤w·Ç³Æ¦n­n±µ¨ü­n¨D¡C°±¥Î¦¹ªA°È±Nªý¤î³qª¾¨t²Î¤¤ªº¨ä¥LªA°È SAM ¤w¸g´Nºü¡A¦Ó¾É­P¨º¨ÇªA°ÈµLªk¥¿½T¦a±Ò°Ê¡C¦¹ªA°È¤£À³¸Ó°±¥Î¡C","Security Accounts Manager","Normal","C:\Windows\system32\lsass.exe","672","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"SCardSvr","Smart Card","ºÞ²z³o­Ó¹q¸£©ÒÅª¨ú´¼¼z¥dªº¦s¨ú¡C¦pªG³o­ÓªA°È³Q°±¤î¡A³o­Ó¹q¸£±NµLªkÅª¨ú´¼¼z¥d¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Smart Card","Normal","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"ScDeviceEnum","Smart Card Device Enumeration Service","½Ð¬°©Ò«ü©w¤u§@¶¥¬q¥i¦s¨úªº©Ò¦³´¼¼z¥dÅª¥d¾÷¡A«Ø¥ß³nÅé¸Ë¸m¸`ÂI¡C¦pªG°±¥Î¦¹ªA°È¡A«h WinRT API ±NµLªk¦CÁ|´¼¼z¥dÅª¥d¾÷¡C","Smart Card Device Enumeration Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","4416","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"Schedule","Task Scheduler","Åý¨Ï¥ÎªÌ¯à°÷¦b³o¥x¹q¸£¤W³]©w©M±Æ©w¦Û°Êªº¤u§@¡C¦¹ªA°È¤]¥D±±¦h­Ó Windows ¨t²Î­«­nªº¤u§@¡C¦pªG°±¤î©Î°±¥Î³o­ÓªA°È¡A³o¨Ç¤u§@±N¤£·|¦b¨ä±Æ©wªº®É¶¡°õ¦æ¡C¦pªG°±¥Î³o­ÓªA°È¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Task Scheduler","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","1784","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"SCPolicySvc","Smart Card Removal Policy","¤¹³\±N¨t²Î³]©w¬°¦b´¼¼z¥d²¾°£®É¡AÂê©w¨Ï¥ÎªÌ®à­±¡C","Smart Card Removal Policy","Normal","C:\Windows\system32\svchost.exe -k netsvcs","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SDRSVC","Windows ³Æ¥÷","´£¨Ñ Windows ³Æ¥÷»PÁÙ­ì¥\¯à¡C","Windows ³Æ¥÷","Normal","C:\Windows\system32\svchost.exe -k SDRSVC","0","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"seclogon","Secondary Logon","¥i¥H¦b¨ä¥L»{ÃÒ¤¤±Ò°Ê³B²zµ{§Ç¡C¦pªG³o­ÓªA°È°±¤î¡A±NµLªk¨Ï¥Î³o­Óµn¤J¦s¨úÃþ«¬¡C¦pªG³o­ÓªA°È¤w°±¥Î¡A¥¦ªº©Ò¦³¨Ì¦sªA°È³£µLªk¶}©l¡C","Secondary Logon","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SecurityHealthService","Windows ¦w¥þ©ÊªA°È","Windows ¦w¥þ©ÊªA°È¥i³B²z¾ã¦X¸Ë¸m«OÅ@¤Î°·±dª¬ºA¸ê°T","Windows ¦w¥þ©ÊªA°È","Normal","C:\Windows\system32\SecurityHealthService.exe","1168","Own Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"SEMgrSvc","¥I´Ú»P NFC/SE ºÞ²z­û","ºÞ²z¥I´Ú»Pªñ¶ZÂ÷µL½u³q°T (NFC) «¬¦w¥þ¤¸¯À¡C","¥I´Ú»P NFC/SE ºÞ²z­û","Ignore","C:\Windows\system32\svchost.exe -k LocalService -p","0","Own Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SENS","System Event Notification Service","¥iºÊµø¨t²Î¨Æ¥ó¡A¨Ã³qª¾¡uCOM+ ¨Æ¥ó¨t²Î¡vªº­q¾\ªÌ¦³Ãö³o¨Ç¨Æ¥óªº¤º®e¡C","System Event Notification Service","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","1444","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
