"name","caption","description","displayname","errorcontrol","pathname","creationclassname","servicetype","started","startmode","startname","state","status","systemname","acceptpause","acceptstop"
ï»¿"BFE","Base Filtering Engine","°òÂ¦¿z¿ï¤ÞÀº (BFE) ¬OºÞ²z¨¾¤õÀð»P IP ¦w¥þ©Ê (IPsec) ­ì«h¡A¨Ã°õ¦æ¨Ï¥ÎªÌ¼Ò¦¡¿z¿ïªºªA°È¡C°±¤î©Î°±¥Î BFE ªA°È±NÅãµÛ­°§C¨t²Îªº¦w¥þ©Ê¡C¦P®É¤]¾É­P IPsec ºÞ²z»P¨¾¤õÀðÀ³¥Îµ{¦¡·N¥~ªº¦æ¬°¡C","Base Filtering Engine","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","Win32_Service","Share Process","Running","Auto","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"BITS","Background Intelligent Transfer Service","¨Ï¥Î¶¢¸mªººô¸ôÀW¼e¦b­I´º¶Ç¿éÀÉ®×¡C¦pªG°±¥Î¦¹ªA°È¡A©Ò¦³¨Ì¦s©ó BITS ªºÀ³¥Îµ{¦¡ (¨Ò¦p¡AWindows Update ©Î MSN Explorer) ±NµLªk¦Û°Ê¤U¸üµ{¦¡©Î¨ä¥L¸ê°T¡C","Background Intelligent Transfer Service","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"BrokerInfrastructure","Background Tasks Infrastructure Service","±±¨î­þ¨Ç­I´º¤u§@¥i¦b¨t²Î¤W°õ¦æªº Windows °òÂ¦µ²ºcªA°È¡C","Background Tasks Infrastructure Service","Normal","C:\Windows\system32\svchost.exe -k DcomLaunch -p","Win32_Service","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"BTAGService","ÂÅ¤ú­µ°T¹h¹DªA°È","¤ä´©ÂÅ¤ú§K«ùÅ¥µ©³]©wÀÉ¤§­µ°T¹h¹D¨¤¦âªºªA°È¡C","ÂÅ¤ú­µ°T¹h¹DªA°È","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","Win32_Service","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"BthAvctpSvc","AVCTP ªA°È","³o¬O­µ°T/µø°T±±¨î¶Ç¿é³q°T¨ó©wªA°È","AVCTP ªA°È","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","Win32_Service","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"bthserv","ÂÅ¤ú¤ä´©ªA°È","ÂÅ¤úªA°È¤ä´©»·ºÝÂÅ¤ú¸Ë¸mªº±´¯Á»PÃöÁp¡C°±¤î©Î°±¥Î¦¹ªA°È¥i¯à·|¾É­P¤w¦w¸ËªºÂÅ¤ú¸Ë¸mµLªk¥¿½T¹B§@¡A¨Ã³y¦¨¨t²ÎµLªk±´¯Á¨ÃÃöÁp·sªº¸Ë¸m¡C","ÂÅ¤ú¤ä´©ªA°È","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","Win32_Service","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"camsvc","¥\¯à¦s¨úºÞ²z­ûªA°È","´£¨Ñ¥Î©óºÞ²z UWP À³¥Îµ{¦¡¹ïÀ³¥Îµ{¦¡¥\¯à¦s¨úÅvªº³]¬I¡A¥H¤Î¥Î©óÀË¬dÀ³¥Îµ{¦¡¹ï¯S©wÀ³¥Îµ{¦¡¥\¯à¦s¨úÅvªº³]¬I","¥\¯à¦s¨úºÞ²z­ûªA°È","Normal","C:\Windows\system32\svchost.exe -k appmodel -p","Win32_Service","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"CDPSvc","¤w³s½uªº¸Ë¸m¥­¥xªA°È","¦¹ªA°È¬O¥Î©ó¡u³s½uªº¸Ë¸m¥­¥x¡v®×¨Ò","¤w³s½uªº¸Ë¸m¥­¥xªA°È","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","Win32_Service","Share Process","Running","Auto","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"CertPropSvc","Certificate Propagation","±q´¼¼z¥d±N¨Ï¥ÎªÌ¾ÌÃÒ©M®Ú¾ÌÃÒ½Æ»s¨ì¥Ø«e¨Ï¥ÎªÌªº¾ÌÃÒ¦s©ñ°Ï¡A·í´¼¼z¥d´¡¤J´¼¼z¥dÅª¥d¾÷®É¶i¦æ°»´ú¡A(­Y¦³»Ý­n) ¨Ã¦w¸Ë´¼¼z¥dÀH´¡§Y¥Î°g§AÅX°Êµ{¦¡¡C","Certificate Propagation","Normal","C:\Windows\system32\svchost.exe -k netsvcs","Win32_Service","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"ClipSVC","Client License Service (ClipSVC)","´£¨Ñ¡uMicrosoft Store¡vªº°òÂ¦µ²ºc¤ä´©¡C¦¹ªA°È·|µø»Ý­n±Ò°Ê¡A¦Ó¥B­Y°±¥Î¦¹ªA°È¡A¨Ï¥Î¡uWindows Store¡vÁÊ¶RªºÀ³¥Îµ{¦¡±NµLªk¥¿±`¹B§@¡C","Client License Service (ClipSVC)","Normal","C:\Windows\System32\svchost.exe -k wsappx -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"cloudidsvc","Microsoft ¶³ºÝ¨­¤ÀÃÑ§OªA°È","¤ä´©»P Microsoft ¶³ºÝ¨­¤ÀÃÑ§OªA°Èªº¾ã¦X¡C ­Y°±¥Î¡A±NµLªk¥¿½T¦a±j¨î®M¥Î¯²¥Î¤á­­¨î¡C","Microsoft ¶³ºÝ¨­¤ÀÃÑ§OªA°È","Normal","C:\Windows\system32\svchost.exe -k CloudIdServiceGroup -p","Win32_Service","Own Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"COMSysApp","COM+ System Application","ºÞ²z COM+ ¤¸¥óªº³]©w¤Î°lÂÜ¡C¦pªG°±¤î¦¹ªA°È¡A¤j³¡¤Àªº COM+ ¤¸¥ó±NµLªk¾A·í¹B§@¡C¦pªG¦¹ªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s¥¦ªºªA°È±NµLªk±Ò°Ê¡C","COM+ System Application","Normal","C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}","Win32_Service","Own Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"CoreMessagingRegistrar","CoreMessaging","Manages communication between system components.","CoreMessaging","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p","Win32_Service","Share Process","Running","Auto","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"CryptSvc","Cryptographic Services","´£¨Ñ¤TºØºÞ²zªA°È: ¥Ø¿ý¸ê®Æ®wªA°È - ½T»{  Windows ÀÉ®×ªºÃ±³¹¨Ã¤¹³\¦w¸Ë·sµ{¦¡; ¨ü«OÅ@ªº®Ú¥Ø¿ýªA°È - ±q³o³¡¹q¸£·s¼W¤Î²¾°£«H¥ôªº®Ú¾ÌÃÒ±ÂÅv³æ¦ì¾ÌÃÒ; ¥H¤Î¦Û°Ê®Ú¾ÌÃÒ§ó·sªA°È - ±q Windows Update §ì¨ú®Ú¾ÌÃÒ¨Ã±Ò¥Î®×¨Ò¡A¨Ò¦p SSL¡C¦pªG°±¤î¦¹ªA°È¡A³o¨ÇºÞ²zªA°È±NµLªk¥¿±`¹B§@¡C¦pªG°±¥Î¦¹ªA°È¡A¥ô¦ó©ú½T»Ý­n¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Cryptographic Services","Normal","C:\Windows\system32\svchost.exe -k NetworkService -p","Win32_Service","Share Process","Running","Auto","NT Authority\NetworkService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"CscService","Offline Files","Â÷½uÀÉ®×ªA°È¯à¦bÂ÷½uÀÉ®×§Ö¨ú¤W°õ¦æºûÅ@¬¡°Ê¡B¦^À³¨Ï¥ÎªÌµn¤J©Mµn¥X¨Æ¥ó¡B¹ê§@¤½¥Î API ¤º³¡¡A¥H¤Î±N¨Æ¥óµo°eµ¹¹ïÂ÷½uÀÉ®×¬¡°Ê¤Î§Ö¨úª¬ºAÅÜ§ó·P¿³½ìªº¨Ï¥ÎªÌ¡C","Offline Files","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DcomLaunch","DCOM Server Process Launcher","DCOMLAUNCH ªA°È·|±Ò°Ê COM »P DCOM ¦øªA¾¹¡A¥H¦^À³ª«¥ó±Ò¥Î­n¨D¡C¦pªG°±¤î©Î°±¥Î¦¹ªA°È¡A¨Ï¥Î COM ©Î DCOM ªºµ{¦¡±NµLªk¥¿±`¹B§@¡C±j¯P«ØÄ³±z«ùÄò°õ¦æ DCOMLAUNCH ªA°È¡C","DCOM Server Process Launcher","Normal","C:\Windows\system32\svchost.exe -k DcomLaunch -p","Win32_Service","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"dcsvc","dcsvc","Declared Configuration(DC) service","dcsvc","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"defragsvc","Optimize drives","¥i³Ì¨Î¤Æ¦s©ñºÏºÐ¾÷¤WªºÀÉ®×¡A¥H¨ó§U´£°ª¹q¸£°õ¦æ®Ä²v¡C","Optimize drives","Normal","C:\Windows\system32\svchost.exe -k defragsvc","Win32_Service","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DeviceAssociationService","Device Association Service","±Ò¥Î¨t²Î»P¦³½u©ÎµL½u¸Ë¸m¤§¶¡ªº°t¹ï¡C","Device Association Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DeviceInstall","Device Install Service","±Ò¥Î¹q¸£¥H¨Ï¥ÎªÌ¨S¦³©Î«Ü¤Öªº¿é¤J¨ÓÃÑ§O¤Î¾AÀ³µwÅéÅÜ§ó¡A°±¤î©Î°±¥Î³o­ÓªA°È±N¾É­P¨t²Î¤£Ã­©w¡C","Device Install Service","Normal","C:\Windows\system32\svchost.exe -k DcomLaunch -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DevQueryBroker","DevQuery Background Discovery Broker","ÅýÀ³¥Îµ{¦¡¥i¥H¨Ï¥Î­I´º¤u§@¨Ó±´¯Á¸Ë¸m","DevQuery Background Discovery Broker","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"Dhcp","DHCP Client","¬°³o­Ó¹q¸£µn¿ý¤Î§ó·s IP ¦ì§}©M DNS °O¿ý¡C¦pªG³o­ÓªA°È³Q°±¤î¡A³o­Ó¹q¸£±N·|¤£±µ¦¬°ÊºA IP ¦ì§}©M DNS §ó·s¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","DHCP Client","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Win32_Service","Share Process","Running","Auto","NT Authority\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"diagnosticshub.standardcollector.service","Microsoft (R) ¶EÂ_¶°½u¾¹¼Ð·Ç¦¬¶°¾¹ªA°È","¶EÂ_¶°½u¾¹¼Ð·Ç¦¬¶°¾¹ªA°È¡C¦¹ªA°È°õ¦æ®É¡A·|¦¬¶°§Y®É ETW ¨Æ¥ó¨Ã¥[¥H³B²z¡C","Microsoft (R) ¶EÂ_¶°½u¾¹¼Ð·Ç¦¬¶°¾¹ªA°È","Normal","C:\Windows\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"diagsvc","Diagnostic Execution Service","Executes diagnostic actions for troubleshooting support","Diagnostic Execution Service","Normal","C:\Windows\System32\svchost.exe -k diagnostics","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DiagTrack","Connected User Experiences and Telemetry","Connected User Experiences and Telemetry ªA°È¥i±Ò¥Î¤ä´©À³¥Îµ{¦¡¤º»P¤w³s½u¨Ï¥ÎªÌÅéÅçªº¥\¯à¡C¦¹¥~¡A¦¹ªA°È¥iºÞ²z¶EÂ_»P¨Ï¥Îª¬ªp¸ê°T (¥Î©ó§ï¶i Windows ¥­¥xªºÅéÅç»P«~½è) ªº¨Æ¥ó¾É¦V¦¬¶°»P¶Ç¿é (·í [·N¨£¤ÏÀ³»P¶EÂ_] ¤Uªº¶EÂ_»P¨Ï¥Îª¬ªpÁô¨pÅv¿ï¶µ³]©w¤w±Ò¥Î®É)¡C","Connected User Experiences and Telemetry","Normal","C:\Windows\System32\svchost.exe -k utcsvc -p","Win32_Service","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"DialogBlockingService","DialogBlockingService","¹ï¸Ü¤è¶ô«ÊÂêªA°È","DialogBlockingService","Normal","C:\Windows\system32\svchost.exe -k DialogBlockingService","Win32_Service","Share Process","Stopped","Disabled","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DispBrokerDesktopSvc","Åã¥Ü­ì«hªA°È","ºÞ²z¥»¾÷©M»·ºÝÅã¥Üªº³s½u»P³]©w","Åã¥Ü­ì«hªA°È","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","Win32_Service","Share Process","Running","Auto","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"DisplayEnhancementService","Åã¥Ü¼W±jªA°È","¥Î©óºÞ²zÅã¥Ü¼W±j¨Ò¦p«G«×±±¨îªA°È¡C","Åã¥Ü¼W±jªA°È","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DmEnrollmentSvc","¸Ë¸mºÞ²zµù¥UªA°È","°õ¦æ¸Ë¸mºÞ²zªº¸Ë¸mµù¥U¬¡°Ê","¸Ë¸mºÞ²zµù¥UªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"dmwappushservice","¸Ë¸mºÞ²zµL½uÀ³¥Î³q°T¨ó©w (WAP) ±À¼½°T®§¸ô¥ÑªA°È","¸ô¥Ñ¸Ë¸m±µ¦¬ªºµL½uÀ³¥Î³q°T¨ó©w (WAP) ±À¼½°T®§¡A¨Ã¦P¨B³B²z¸Ë¸mºÞ²z¤u§@¶¥¬q","¸Ë¸mºÞ²zµL½uÀ³¥Î³q°T¨ó©w (WAP) ±À¼½°T®§¸ô¥ÑªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"Dnscache","DNS Client","DNS ¥Î¤áºÝªA°È (dnscache) ·|¬°¦¹¹q¸£§Ö¨úºô°ì¦WºÙ¨t²Î (DNS) ¦WºÙ¨Ãµn¿ý§¹¾ãªº¹q¸£¦WºÙ¡C¦pªG³o­ÓªA°È³Q°±¤î¡A±N·|Ä~Äò¸ÑªR DNS ¦WºÙ¡CµM¦Ó¡A±N¤£·|§Ö¨ú DNS ¦WºÙ¬d¸ßªºµ²ªG¡A¦Ó¥B¤£·|µn¿ý¹q¸£¦WºÙ¡C¦pªG³o­ÓªA°È¤w°±¥Î¡A©Ò¦³¨Ì¦s©ó¥¦ªºªA°È³£±NµLªk±Ò°Ê¡C","DNS Client","Normal","C:\Windows\system32\svchost.exe -k NetworkService -p","Win32_Service","Share Process","Running","Auto","NT AUTHORITY\NetworkService","Running","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DoSvc","Delivery Optimization","°õ¦æ¤º®e¶Ç»¼³Ì¨Î¤Æ¤u§@","Delivery Optimization","Normal","C:\Windows\System32\svchost.exe -k NetworkService -p","Win32_Service","Share Process","Running","Auto","NT Authority\NetworkService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"dot3svc","Wired AutoConfig","¦³½u¦Û°Ê³]©w (DOT3SVC) ªA°È­t³d¦b¤A¤Óºô¸ô¤¶­±¤W°õ¦æ IEEE 802.1X ÅçÃÒ¡C¦pªG¥Ø«eªº¦³½uºô¸ô³¡¸p±j¨î°õ¦æ 802.1X ÅçÃÒ¡A«hÀ³¸Ó³]©w°õ¦æ DOT3SVC ªA°È¥H«Ø¥ß²Ä¤G¼h³s½u¤Î/©Î´£¨Ñºô¸ô¸ê·½¦s¨ú¡C¥¼±j¨î°õ¦æ 802.1X ÅçÃÒªº¦³½uºô¸ô«h¤£¨ü DOT3SVC ªA°È¼vÅT¡C","Wired AutoConfig","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DPS","Diagnostic Policy Service","¶EÂ_­ì«hªA°È¯à°÷°»´ú Windows ¤¸¥óªº°ÝÃD¡B¶i¦æºÃÃø±Æ¸Ñ©M´£¨Ñ¸Ñ¨M¤è®×¡C¦pªG°±¤î¦¹ªA°È¡A«KµLªk¦A¶i¦æ¶EÂ_¡C","Diagnostic Policy Service","Normal","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","Win32_Service","Share Process","Running","Auto","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"DsmSvc","Device Setup Manager","±Ò¥Î¸Ë¸m¬ÛÃö³nÅéªº°»´ú¡B¤U¸ü¤Î¦w¸Ë¡C¦pªG°±¥Î¦¹ªA°È¡A¸Ë¸m¥i¯à·|¥H¹L´Áªº³nÅé³]©w¡A¥B¥i¯àµLªk¥¿±`¹B§@¡C","Device Setup Manager","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DsSvc","Data Sharing Service","´£¨ÑÀ³¥Îµ{¦¡¤§¶¡ªº¸ê®Æ¥N²z¡C","Data Sharing Service","Ignore","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"DusmSvc","¼Æ¾Ú¨Ï¥Î¶q","ºô¸ô¼Æ¾Ú¨Ï¥Î¶q¡B¸ê®Æ¶Ç¿é¶q¤W­­¡B­­¨î­I´º¸ê®Æ¶Ç¿é¡B­p¶q¥I¶Oºô¸ô¡C","¼Æ¾Ú¨Ï¥Î¶q","Normal","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Win32_Service","Own Process","Running","Auto","NT Authority\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"Eaphost","Extensible Authentication Protocol","¥i©µ¦ùªºÅçÃÒ³q°T¨ó©w (EAP) ªA°È´£¨Ñ¨Ò¦p 802.1x ¦³½u¤ÎµL½u¡BVPN ¥H¤Îºô¸ô¦s¨ú«OÅ@ (NAP) Àô¹Ò¤¤ªººô¸ôÅçÃÒ¡C EAP ¦bÅçÃÒµ{§Ç´Á¶¡¡A¤]´£¨Ñºô¸ô¦s¨ú¥Î¤áºÝ (¥]¬AµL½u¤Î VPN ¥Î¤áºÝ) ¨Ï¥ÎªºÀ³¥Îµ{¦¡¶}µo¤¶­± (API)¡C¦pªG±z°±¥Î¦¹ªA°È¡A¦¹¹q¸£±NµLªk¦s¨ú»Ý­n EAP ÅçÃÒªººô¸ô¡C","Extensible Authentication Protocol","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","Win32_Service","Share Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"edgeupdate","Microsoft Edge Update Service (edgeupdate)","±N±zªº Microsoft ³nÅé«O«ù¬°³Ì·sª¬ºA¡C¦pªG¦¹ªA°È¤w°±¥Î©Î°±¤î¡A±zªº Microsoft ³nÅé±N¤£·|«O«ù¬°³Ì·sª¬ºA¡A¥Nªí¥i¯àµo¥Íªº¦w¥þ©Ê°ÝÃD¥i¯àµLªk­×¥¿¡A¥B¥\¯à¥i¯àµLªk¹B§@¡C·í¨S¦³¥ô¦ó Microsoft ³nÅé¨Ï¥Î®É¡A¦¹ªA°È·|¦Û¦æ¸Ñ°£¦w¸Ë¡C","Microsoft Edge Update Service (edgeupdate)","Normal",""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe" /svc","Win32_Service","Own Process","Stopped","Auto","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"edgeupdatem","Microsoft Edge Update Service (edgeupdatem)","±N±zªº Microsoft ³nÅé«O«ù¬°³Ì·sª¬ºA¡C¦pªG¦¹ªA°È¤w°±¥Î©Î°±¤î¡A±zªº Microsoft ³nÅé±N¤£·|«O«ù¬°³Ì·sª¬ºA¡A¥Nªí¥i¯àµo¥Íªº¦w¥þ©Ê°ÝÃD¥i¯àµLªk­×¥¿¡A¥B¥\¯à¥i¯àµLªk¹B§@¡C·í¨S¦³¥ô¦ó Microsoft ³nÅé¨Ï¥Î®É¡A¦¹ªA°È·|¦Û¦æ¸Ñ°£¦w¸Ë¡C","Microsoft Edge Update Service (edgeupdatem)","Normal",""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe" /medsvc","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"EFS","Encrypting File System (EFS)","´£¨Ñ®Ö¤ßÀÉ®×¥[±K§Þ³N¡A¥i¥H¦b NTFS ÀÉ®×¨t²ÎºÏºÐ°Ï¤WÀx¦s¥[±KªºÀÉ®×¡C¦pªG¦¹ªA°È°±¤î©Î°±¥Î¡AÀ³¥Îµ{¦¡±NµLªk¦s¨ú¥[±KªºÀÉ®×¡C","Encrypting File System (EFS)","Normal","C:\Windows\System32\lsass.exe","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"embeddedmode","¤º´O¼Ò¦¡","¡u¤º´O¼Ò¦¡¡vªA°È¥i±Ò¥Î»P¡u­I´ºÀ³¥Îµ{¦¡¡v¬ÛÃöªº®×¨Ò¡C°±¥Î¦¹ªA°È±N¨¾¤î¡u­I´ºÀ³¥Îµ{¦¡¡v±Ò°Ê¡C","¤º´O¼Ò¦¡","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"EntAppSvc","Enterprise App Management Service","±Ò¥Î¥ø·~À³¥Îµ{¦¡ºÞ²z¡C","Enterprise App Management Service","Normal","C:\Windows\system32\svchost.exe -k appmodel -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"EventLog","Windows Event Log","³o­ÓªA°ÈºÞ²z¨Æ¥ó»P¨Æ¥ó°O¿ýÀÉ¡C¥¦¤ä´©°O¿ý¨Æ¥ó¡B¬d¸ß¨Æ¥ó¡B­q¾\¨Æ¥ó¡B«Ê¦s¨Æ¥ó°O¿ýÀÉ¡A¥H¤ÎºÞ²z¨Æ¥ó¤¤Ä~¸ê®Æ¡C¥¦¥i¥H¨Ï¥Î XML »P¯Â¤å¦r®æ¦¡¨ÓÅã¥Ü¨Æ¥ó¡C°±¤î³o­ÓªA°È¥i¯à¦M®`¨t²Îªº¦w¥þ©Ê»P¥i¾a©Ê¡C","Windows Event Log","Normal","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Win32_Service","Share Process","Running","Auto","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"EventSystem","COM+ Event System","¤ä´©¡u¨t²Î¨Æ¥ó³qª¾ªA°È (SENS)¡v¡A¥¦¥iÅý¨Æ¥ó¦Û°Ê¤À´²¨ì­q¾\ªº COM ¤¸¥ó¡C¦pªGªA°È³Q°±¤î¡ASENS ·|Ãö³¬¡A¨ÃµLªk´£¨Ñµn¤J¤Îµn¥X³qª¾¡C¦pªG¦¹ªA°È³Q°±¥Î¡A¥ô¦ó©úÅã¨Ì¦s¥¦ªºªA°È³£µLªk±Ò°Ê¡C","COM+ Event System","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","Win32_Service","Share Process","Running","Auto","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"Fax","Fax","¥iÅý±z¶Ç°e¨Ã±µ¦¬¶Ç¯u¡A¦b¦¹¹q¸£©Îºô¸ô¤W¨Ï¥Î¶Ç¯u¸ê·½¡C","Fax","Normal","C:\Windows\system32\fxssvc.exe","Win32_Service","Own Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"fdPHost","Function Discovery Provider Host","FDPHOST ªA°È¸Ë¸ü¥\¯à±´¯Á (FD) ºô¸ô±´¯Á´£¨ÑªÌ¡C³o¨Ç FD ´£¨ÑªÌ´£¨Ñ Simple Services Discovery Protocol (SSDP) ©M Web Services ¡V Discovery (WS-D) ³q°T¨ó©wªººô¸ô±´¯ÁªA°È¡C­Y°±¤î©Î°±¥Î FDPHOST ªA°È¡A«h¦b¨Ï¥Î FD ®É¡A±N°±¥Î³o¨Ç³q°T¨ó©wªººô¸ô±´¯Á¡CµLªk¨Ï¥Î¦¹ªA°È®É¡A§Q¥Î FD ¥H¤Î¨Ì¿à³o¨Ç±´¯Á³q°T¨ó©wªººô¸ôªA°È±N§ä¤£¨ìºô¸ô¸Ë¸m©Î¸ê·½¡C","Function Discovery Provider Host","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","Win32_Service","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
